,L,T,ht,ht_x,hy_t,ixt,iyt,step,step_time,hx,ixy,Tmax,beta,alpha,p0,ctol_abs,ctol_rel,ptol,zeroLtol,repeat,repeats
1,6.285702892503649,90.0,6.491853096329676,0.0,8.96707897996767,6.491853096329676,1.2764277255147896,0.0,0.04508709907531738,6.491853096329676,1.2764277255147896,90.0,0.1615055828898458,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
2,6.28570289250365,90.0,6.491853096329676,0.0,8.967078979967674,6.491853096329676,1.276427725514786,1.0,4.724379062652588,6.491853096329676,1.2764277255147896,90.0,0.1615055828898458,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
3,-3.345110361379013e-17,1.0,-3.2034265038149176e-16,0.0,10.243506705482462,-3.2034265038149176e-16,-1.7763568394002505e-15,2.0,0.0028409957885742188,6.491853096329676,1.2764277255147896,90.0,0.1615055828898458,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
4,6.244472851738444,90.0,6.491853096329676,0.0,8.96707897996767,6.491853096329676,1.2764277255147896,0.0,0.04642009735107422,6.491853096329676,1.2764277255147896,90.0,0.19380669946781492,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
5,6.244472851738444,90.0,6.491853096329676,0.0,8.96707897996767,6.491853096329676,1.2764277255147896,1.0,4.72987699508667,6.491853096329676,1.2764277255147896,90.0,0.19380669946781492,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
6,0.0,1.0,0.0,0.0,10.24350670548246,0.0,0.0,2.0,0.002828836441040039,6.491853096329676,1.2764277255147896,90.0,0.19380669946781492,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
7,6.1949968028201985,90.0,6.491853096329676,0.0,8.967078979967672,6.491853096329676,1.2764277255147878,0.0,0.0455172061920166,6.491853096329676,1.2764277255147896,90.0,0.2325680393613779,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
8,6.1949968028201985,90.0,6.491853096329676,0.0,8.967078979967672,6.491853096329676,1.2764277255147878,1.0,4.739382028579712,6.491853096329676,1.2764277255147896,90.0,0.2325680393613779,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
9,9.278117696399853e-17,1.0,-3.2034265038149176e-16,0.0,10.243506705482462,-3.2034265038149176e-16,-1.7763568394002505e-15,2.0,0.0029380321502685547,6.491853096329676,1.2764277255147896,90.0,0.2325680393613779,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
10,6.1356255441183025,90.0,6.491853096329675,0.0,8.967078979967672,6.491853096329675,1.2764277255147878,0.0,0.04560995101928711,6.491853096329676,1.2764277255147896,90.0,0.2790816472336535,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
11,6.1356255441183025,90.0,6.491853096329675,0.0,8.967078979967672,6.491853096329675,1.2764277255147878,1.0,4.697378158569336,6.491853096329676,1.2764277255147896,90.0,0.2790816472336535,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
12,1.7540594243309657e-16,1.0,-3.2034265038149176e-16,0.0,10.243506705482462,-3.2034265038149176e-16,-1.7763568394002505e-15,2.0,0.002986907958984375,6.491853096329676,1.2764277255147896,90.0,0.2790816472336535,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
13,6.064380033676027,90.0,6.491853096329675,0.0,8.967078979967672,6.491853096329675,1.2764277255147878,0.0,0.045762062072753906,6.491853096329676,1.2764277255147896,90.0,0.3348979766803842,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
14,6.064380033676027,90.0,6.491853096329675,0.0,8.967078979967672,6.491853096329675,1.2764277255147878,1.0,4.697105884552002,6.491853096329676,1.2764277255147896,90.0,0.3348979766803842,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
15,0.0,1.0,0.0,0.0,10.24350670548246,0.0,0.0,2.0,0.0028870105743408203,6.491853096329676,1.2764277255147896,90.0,0.3348979766803842,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
16,5.978885421145299,90.0,6.491853096329676,0.0,8.967078979967672,6.491853096329676,1.2764277255147878,0.0,0.0453951358795166,6.491853096329676,1.2764277255147896,90.0,0.40187757201646096,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
17,5.978885421145299,90.0,6.491853096329676,0.0,8.967078979967672,6.491853096329676,1.2764277255147878,1.0,4.74664306640625,6.491853096329676,1.2764277255147896,90.0,0.40187757201646096,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
18,0.0,1.0,0.0,0.0,10.24350670548246,0.0,0.0,2.0,0.002877950668334961,6.491853096329676,1.2764277255147896,90.0,0.40187757201646096,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
19,5.876291886108423,90.0,6.491853096329676,0.0,8.96707897996767,6.491853096329676,1.2764277255147896,0.0,0.048336029052734375,6.491853096329676,1.2764277255147896,90.0,0.4822530864197532,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
20,5.876291886108423,90.0,6.491853096329676,0.0,8.96707897996767,6.491853096329676,1.2764277255147896,1.0,4.726469993591309,6.491853096329676,1.2764277255147896,90.0,0.4822530864197532,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
21,0.0,1.0,0.0,0.0,10.24350670548246,0.0,0.0,2.0,0.002866029739379883,6.491853096329676,1.2764277255147896,90.0,0.4822530864197532,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
22,5.753179644064172,90.0,6.491853096329676,0.0,8.96707897996767,6.491853096329676,1.2764277255147896,0.0,0.04659914970397949,6.491853096329676,1.2764277255147896,90.0,0.5787037037037037,0.0,1.0,0.001,0.0,1e-08,1.0,0.0,1.0
